city,official_code,school_name,campus_name,campus_address,dining_venue,floor,source_date,campus_source_url,source_url,review_status,reviewed_at,verification_basis
西安市,4161010697,西北大学,长安校区,西安市长安区郭杜教育科技产业区学府大街1号,玉兰苑公颐园餐厅,一层,,https://hqjt.nwu.edu.cn/info/1146/4161.htm,https://ysfwzx.nwu.edu.cn/zxgk/ctfwsj1.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
西安市,4161010697,西北大学,长安校区,西安市长安区郭杜教育科技产业区学府大街1号,玉兰苑勤育园餐厅,三层,,https://hqjt.nwu.edu.cn/info/1146/4161.htm,https://ysfwzx.nwu.edu.cn/zxgk/ctfwsj1.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
西安市,4161010697,西北大学,长安校区,西安市长安区郭杜教育科技产业区学府大街1号,玉兰苑朴园餐厅,四层,,https://hqjt.nwu.edu.cn/info/1146/4161.htm,https://ysfwzx.nwu.edu.cn/zxgk/ctfwsj1.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
西安市,4161010697,西北大学,长安校区,西安市长安区郭杜教育科技产业区学府大街1号,玉兰苑诚悦园餐厅,二层,,https://hqjt.nwu.edu.cn/info/1146/4161.htm,https://ysfwzx.nwu.edu.cn/zxgk/ctfwsj1.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
西安市,4161010697,西北大学,长安校区,西安市长安区郭杜教育科技产业区学府大街1号,紫荆苑学生一餐厅,一层,,https://hqjt.nwu.edu.cn/info/1146/4161.htm,https://ysfwzx.nwu.edu.cn/zxgk/ctfwsj1.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
西安市,4161010697,西北大学,长安校区,西安市长安区郭杜教育科技产业区学府大街1号,紫荆苑学生三餐厅,三层,,https://hqjt.nwu.edu.cn/info/1146/4161.htm,https://ysfwzx.nwu.edu.cn/zxgk/ctfwsj1.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
西安市,4161010697,西北大学,长安校区,西安市长安区郭杜教育科技产业区学府大街1号,紫荆苑学生二餐厅,二层,,https://hqjt.nwu.edu.cn/info/1146/4161.htm,https://ysfwzx.nwu.edu.cn/zxgk/ctfwsj1.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
贵阳市,4152010657,贵州大学,东校区,贵州省贵阳市花溪区,中山园食堂,一楼、二楼,,https://www.gzu.edu.cn/17054/list.htm,https://www.gzu.edu.cn/17054/list.htm,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
贵阳市,4152010657,贵州大学,东校区,贵州省贵阳市花溪区,双馨园食堂,一楼、二楼、三楼,,https://www.gzu.edu.cn/17054/list.htm,https://www.gzu.edu.cn/17054/list.htm,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
贵阳市,4152010657,贵州大学,南校区,贵州省贵阳市花溪区,南区学生食堂,一楼、二楼、三楼、四楼,,https://www.gzu.edu.cn/17054/list.htm,https://www.gzu.edu.cn/17054/list.htm,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
贵阳市,4152010657,贵州大学,西校区,贵州省贵阳市花溪区,学生一食堂,一楼、二楼、三楼、四楼,,https://www.gzu.edu.cn/17054/list.htm,https://www.gzu.edu.cn/17054/list.htm,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
贵阳市,4152010657,贵州大学,西校区,贵州省贵阳市花溪区,学生三食堂（致和苑）,一楼、二楼,,https://www.gzu.edu.cn/17054/list.htm,https://www.gzu.edu.cn/17054/list.htm,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
贵阳市,4152010657,贵州大学,西校区,贵州省贵阳市花溪区,学生二食堂,一楼、二楼,,https://www.gzu.edu.cn/17054/list.htm,https://www.gzu.edu.cn/17054/list.htm,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
贵阳市,4152010657,贵州大学,西校区,贵州省贵阳市花溪区,学生五食堂（沁雅苑）,一楼、二楼、三楼,,https://www.gzu.edu.cn/17054/list.htm,https://www.gzu.edu.cn/17054/list.htm,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
贵阳市,4152010657,贵州大学,西校区,贵州省贵阳市花溪区,学生四食堂（逸香苑）,一楼、二楼、三楼,,https://www.gzu.edu.cn/17054/list.htm,https://www.gzu.edu.cn/17054/list.htm,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
郑州市,4141010459,郑州大学,主校区,河南省郑州市科学大道100号,秋穗园一楼餐厅,一楼,,https://ao.zzu.edu.cn/info/1793/5074.htm,https://www7.zzu.edu.cn/hqbzzx/info/1275/1505.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
郑州市,4141010459,郑州大学,主校区,河南省郑州市科学大道100号,秋穗园三楼餐厅,三楼,,https://ao.zzu.edu.cn/info/1793/5074.htm,https://www7.zzu.edu.cn/hqbzzx/info/1275/1505.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
郑州市,4141010459,郑州大学,主校区,河南省郑州市科学大道100号,秋穗园二楼餐厅,二楼,,https://ao.zzu.edu.cn/info/1793/5074.htm,https://www.zzu.edu.cn/info/1442/81739.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
郑州市,4141010459,郑州大学,主校区,河南省郑州市科学大道100号,风华园一楼餐厅,一楼,,https://ao.zzu.edu.cn/info/1793/5074.htm,https://www7.zzu.edu.cn/hqbzzx/info/1275/1505.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
郑州市,4141010459,郑州大学,主校区,河南省郑州市科学大道100号,风华园二楼餐厅,二楼,,https://ao.zzu.edu.cn/info/1793/5074.htm,https://www7.zzu.edu.cn/hqbzzx/info/1275/1505.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
重庆市,4150010611,重庆大学,科学城校区虎溪校园,重庆市高新区大学城南路55号,第一学生食堂,一楼、二楼,2025-07-07,https://huxi.cqu.edu.cn/info/1023/4450.htm,https://huxi.cqu.edu.cn/info/1023/4450.htm,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
银川市,4164010749,宁夏大学,怀远校区,宁夏回族自治区银川市西夏区贺兰山西路489号,兰竹苑餐厅,一楼、二楼,2025-09-30,https://www.nxu.edu.cn/index/tzgg/254.htm,https://www.nxu.edu.cn/index/tzgg/254.htm,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
长春市,4122010200,东北师范大学,人民大街校区,吉林省长春市人民大街5268号,北苑食堂,一楼,,https://xxhb.nenu.edu.cn/__local/E/A0/FE/708F143F36DF0FFBD40EC23C91E_A414E41F_A400E.pdf,https://xxhb.nenu.edu.cn/__local/E/A0/FE/708F143F36DF0FFBD40EC23C91E_A414E41F_A400E.pdf,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
长春市,4122010200,东北师范大学,人民大街校区,吉林省长春市人民大街5268号,南苑食堂,一楼,,https://xxhb.nenu.edu.cn/__local/E/A0/FE/708F143F36DF0FFBD40EC23C91E_A414E41F_A400E.pdf,https://xxhb.nenu.edu.cn/__local/E/A0/FE/708F143F36DF0FFBD40EC23C91E_A414E41F_A400E.pdf,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
长春市,4122010200,东北师范大学,净月大街校区,吉林省长春市净月大街2555号,学生一食堂,二楼,,https://xxhb.nenu.edu.cn/xinshengyifengxin2020.pdf,https://xxhb.nenu.edu.cn/xinshengyifengxin2020.pdf,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
长春市,4122010200,东北师范大学,净月大街校区,吉林省长春市净月大街2555号,学生二食堂,一楼,,https://xxhb.nenu.edu.cn/xinshengyifengxin2020.pdf,https://xxhb.nenu.edu.cn/xinshengyifengxin2020.pdf,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
长沙市,4143010533,中南大学,岳麓山校区,湖南省长沙市麓山南路932号,三食堂,一楼,,https://www.csu.edu.cn/lxwm.htm,https://hqbzb.csu.edu.cn/info/1015/6407.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
长沙市,4143010533,中南大学,岳麓山校区,湖南省长沙市麓山南路932号,九食堂,一楼,,https://www.csu.edu.cn/lxwm.htm,https://hqbzb.csu.edu.cn/info/1015/6407.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
长沙市,4143010533,中南大学,杏林校区,湖南省长沙市岳麓区桐梓坡路172号,十一食堂,一楼,,https://sph.csu.edu.cn/xygk/lxwm.htm,https://hqbzb.csu.edu.cn/info/1015/6407.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
长沙市,4143010533,中南大学,潇湘校区,湖南省长沙市潇湘中路405号,潇湘校区一食堂,一楼、二楼,,https://journals.csu.edu.cn/%E5%85%B3%E4%BA%8E%E6%88%91%E4%BB%AC,https://hqbzb.csu.edu.cn/info/1015/6340.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
长沙市,4143010542,湖南师范大学,二里半校区,长沙市岳麓区麓山路36号,佳园一楼自选食堂,佳园一楼,,https://zsb.hunnu.edu.cn/info/1081/1589.htm,https://hqc.hunnu.edu.cn/info/1163/1734.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
长沙市,4143010542,湖南师范大学,二里半校区,长沙市岳麓区麓山路36号,佳园三楼教职工食堂,佳园三楼,,https://zsb.hunnu.edu.cn/info/1081/1589.htm,https://hqc.hunnu.edu.cn/info/1163/1734.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
长沙市,4143010542,湖南师范大学,二里半校区,长沙市岳麓区麓山路36号,佳园二楼大众食堂,佳园二楼,,https://zsb.hunnu.edu.cn/info/1081/1589.htm,https://hqc.hunnu.edu.cn/info/1163/1734.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
长沙市,4143010542,湖南师范大学,二里半校区,长沙市岳麓区麓山路36号,兰桂苑一楼风味食堂,兰桂苑一楼,,https://zsb.hunnu.edu.cn/info/1081/1589.htm,https://hqc.hunnu.edu.cn/info/1163/1734.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
长沙市,4143010542,湖南师范大学,二里半校区,长沙市岳麓区麓山路36号,兰桂苑二楼自选食堂,兰桂苑二楼,,https://zsb.hunnu.edu.cn/info/1081/1589.htm,https://hqc.hunnu.edu.cn/info/1163/1734.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
